Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
2/16/2023 05:53AM,230205056,W911,MEDICAL ASSIST/AMBULANCE CALL,3018 OAKLAND ST,NA,NRSP
2/16/2023 05:06AM,230205052,E911,MEDICAL ASSIST/AMBULANCE CALL,3218 ORION DR,NA,NRSP
2/16/2023 03:53AM,230205046,SELF,TRAFFIC STOP / ENFORCEMENT,UNIVERSITY BLVD/LINCOLN WAY,NA,WAR
2/16/2023 03:40AM,230205044,PHONE,PRIVATE TOW,1206 S 4TH,NA,PTOW
2/16/2023 01:03AM,230205010,W911,LAW DEPARTMENT ASSIST,3500-32 GRAND AVE,23000606,ARR
2/16/2023 12:44AM,230205007,SELF,LAW DEPARTMENT ASSIST,WELCH AVE/HUNT ST,NA,WAR
2/16/2023 12:39AM,230205005,SELF,LAW DEPARTMENT ASSIST,1400-236 S DAYTON PL,NA,UTL
2/15/2023 10:26PM,230204974,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3001-314 REGENCY CT,NA,ASC
2/15/2023 10:16PM,230204971,SELF,TRAFFIC STOP / ENFORCEMENT,S 3RD ST/S WALNUT AVE,NA,WAR
2/15/2023 10:14PM,230204969,PHONE,MOTOR VEH CRASH/PROP DAMAGE,US HIGHWAY 30/S DUFF AVE,NA,UTL
2/15/2023 10:12PM,230204967,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/NORTH DAKOTA AVE,NA,WAR
2/15/2023 09:56PM,230204964,SELF,TRAFFIC STOP / ENFORCEMENT,S DUFF AVE/S 5TH ST,NA,WAR
2/15/2023 09:12PM,230204953,SELF,TRAFFIC STOP / ENFORCEMENT,N UNIVERSITY BLVD/6TH ST,NA,WAR
2/15/2023 09:07PM,230204950,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1118 S DUFF AVE,NA,NRSP
2/15/2023 09:00PM,230204948,SELF,TRAFFIC STOP / ENFORCEMENT,BEACH AVE/LINCOLN WAY,NA,WAR
2/15/2023 08:58PM,230204947,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/20TH ST,NA,WAR
2/15/2023 08:51PM,230204945,PHONE,ANIMAL CALL,3912 QUEBEC ST,NA,NOR
2/15/2023 08:22PM,230204942,PHONE,HARASSMENT,2805-201 NORTHRIDGE PKWY,NA,ASC
2/15/2023 07:50PM,230204938,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN SWING/BEEDLE DR,NA,WAR
2/15/2023 07:38PM,230204937,PHONE,CIVIL MATTER,3421 COY ST,NA,ASC
2/15/2023 07:30PM,230204932,SELF,TRAFFIC STOP / ENFORCEMENT,SUMNER AVE/E LINCOLN WAY,NA,CIT
2/15/2023 06:58PM,230204927,SELF,TRAFFIC STOP / ENFORCEMENT,1600-BLK 13TH ST,NA,WAR
2/15/2023 06:32PM,230204918,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,NORTH DAKOTA AVE/DELAWARE AVE,NA,ASC
2/15/2023 06:29PM,230204916,PHONE,CIVIL MATTER,230-20 RAPHAEL AVE,NA,ASC
2/15/2023 06:09PM,230204912,SELF,TRAFFIC STOP / ENFORCEMENT,ASPEN RD/GEORGE W CARVER AVE,NA,WAR
2/15/2023 05:37PM,230204907,PHONE,DISTURBANCE & NOISE PARTY,4800 MORTENSEN RD,NA,NOR
2/15/2023 05:32PM,230204904,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4709-8 STEINBECK ST,NA,NRSP
2/15/2023 05:13PM,230204899,SELF,TRAFFIC STOP / ENFORCEMENT,149 MM US HIGHWAY 30 W,NA,CIT
2/15/2023 04:57PM,230204895,PHONE,THEFT / FRAUD / FORGERY,610-15 STONEHAVEN DR,NA,ASC
2/15/2023 04:52PM,230204894,PHONE,PARKING ENFORCEMENT/COMPLAINT,800-BLK POE AVE,NA,NOR
2/15/2023 04:48PM,230204892,PHONE,RECKLESS DRIVER,400-BLK S DUFF AVE,NA,ASC
2/15/2023 04:41PM,230204891,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2617 YORKSHIRE ST,NA,ASC
2/15/2023 04:38PM,230204889,SELF,TRAFFIC STOP / ENFORCEMENT,MINNESOTA AVE/ONTARIO ST,NA,CIT
2/15/2023 04:07PM,230204882,PHONE,PRIVATE TOW,230 S DUFF AVE,NA,PTOW
2/15/2023 03:53PM,230204879,PHONE,OUTREACH,515 CLARK AVE,NA,INFO
2/15/2023 03:28PM,230204868,PHONE,LAW DEPARTMENT ASSIST,3421 COY ST,NA,NOR
2/15/2023 03:19PM,230204866,PHONE,PARKING ENFORCEMENT/COMPLAINT,207 S RIVERSIDE DR,NA,NOR
2/15/2023 03:16PM,230204864,PHONE,HARASSMENT,221 CRYSTAL ST,NA,NOR
2/15/2023 02:05PM,230204851,PHONE,TRESPASS,4506 LINCOLN WAY,NA,CBC
2/15/2023 01:54PM,230204850,PHONE,MOTORIST ASSISTANCE,S DUFF AVE/S 5TH ST,NA,NOR
2/15/2023 01:46PM,230204848,PHONE,RECKLESS DRIVER,146 MM US HIGHWAY 30 E,NA,DUP
2/15/2023 01:04PM,230204830,PHONE,PARKING ENFORCEMENT/COMPLAINT,100-BLK N RIVERSIDE DR,NA,ASC
2/15/2023 12:28PM,230204813,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2010 INDIANGRASS CT,NA,DUP
2/15/2023 12:10PM,230204807,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2537 DEERE ST,NA,NOR
2/15/2023 12:08PM,230204804,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1806 DUFF AVE,NA,DUP
2/15/2023 11:49AM,230204796,SELF,TRAFFIC STOP / ENFORCEMENT,24TH ST/HAYES AVE,NA,CIT
2/15/2023 11:38AM,230204792,PHONE,HIT & RUN PROPERTY DAMAGE,134 CAMPUS AVE,23000605,RPT
2/15/2023 10:48AM,230204785,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3530 JEWEL DR,NA,DUP
2/15/2023 10:30AM,230204781,PHONE,VANDALISM / CRIMINAL MISCHIEF,3414 ORION DR,23000604,RPT
2/15/2023 09:39AM,230204775,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2115-103 PRAIRIE VIEW WEST,NA,DUP
2/15/2023 09:22AM,230204770,E911,MEDICAL ASSIST/AMBULANCE CALL,2210-107 HAMILTON DR,NA,NRSP
2/15/2023 08:56AM,230204762,PHONE,MOTORIST ASSISTANCE,100-BLK S SHELDON AVE,NA,NOR
2/15/2023 08:52AM,230204760,PHONE,LAW DEPARTMENT ASSIST,919-319 S 16TH ST,NA,UTL
2/15/2023 08:49AM,230204758,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3303-B EMERALD DR,NA,DUP
2/15/2023 05:02AM,230204728,PHONE,GENERAL ALARM BANK / RESIDENTI,710 S DUFF AVE,NA,BIL
2/15/2023 03:54AM,230204719,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/INTERSTATE 35,NA,WAR
2/15/2023 02:48AM,230204713,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/S DAYTON AVE,NA,WAR
2/15/2023 02:26AM,230204711,SELF,TRAFFIC STOP / ENFORCEMENT,S 4TH ST/UNIVERSITY BLVD,23000603,RPT
2/15/2023 02:03AM,230204709,SELF,TRAFFIC STOP / ENFORCEMENT,DUFF AVE/24TH ST,NA,WAR
2/15/2023 01:28AM,230204702,SELF,TRAFFIC STOP / ENFORCEMENT,2800-BLK E 13TH ST,NA,WAR
2/15/2023 01:25AM,230204700,SELF,LAW DEPARTMENT ASSIST,225 STANTON AVE,23000602,ARR
2/15/2023 12:45AM,230204688,W911,MEDICAL ASSIST/AMBULANCE CALL,119-521 STANTON AVE,NA,NAT
