Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
1/22/2022 04:35AM,220105428,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3305-109 STANGE RD,NA,NRSP
1/22/2022 04:10AM,220105425,PHONE,MISSING PERSON / RUNAWAY,3006 WOODLAND ST,NA,ASC
1/22/2022 04:05AM,220105424,PHONE,LAW DEPARTMENT ASSIST,1605-103 S DAYTON PL,22000263,ARR
1/22/2022 03:59AM,220105423,PHONE,LAW DEPARTMENT ASSIST,US HIGHWAY 30/S 500TH AVE,NA,NOR
1/22/2022 03:27AM,220105420,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
1/22/2022 03:05AM,220105413,SELF,TRAFFIC STOP / ENFORCEMENT,STAFFORD AVE/E 13TH ST,22000262,ARR
1/22/2022 02:46AM,220105404,PHONE,DISTURBANCE & NOISE PARTY,4325-8 MARICOPA DR,NA,ASC
1/22/2022 02:25AM,220105400,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
1/22/2022 02:17AM,220105399,PHONE,DISORDERLY CONDUCT,2801 E 13TH ST,22000261,RPT
1/22/2022 01:37AM,220105396,W911,MEDICAL ASSIST/AMBULANCE CALL,243 CAMPUS AVE,NA,NRSP
1/22/2022 01:31AM,220105393,SELF,TRAFFIC STOP / ENFORCEMENT,CRYSTAL ST/S DUFF AVE,NA,WAR
1/22/2022 01:23AM,220105392,W911,SUSPICIOUS PERSON/VEH/ACTIVITY,307 ASH AVE,NA,ASC
1/22/2022 01:09AM,220105388,PHONE,DISTURBANCE & NOISE PARTY,4325-8 MARICOPA DR,NA,NOR
1/22/2022 12:53AM,220105383,PHONE,PUBLIC INTOXICATION,KNAPP ST/LYNN AVE,NA,DUP
1/22/2022 12:44AM,220105379,PHONE,PARKING ENFORCEMENT/COMPLAINT,319 S HAZEL AVE,NA,NOR
1/22/2022 12:09AM,220105372,PHONE,DISORDERLY CONDUCT,1113-2 NORTH DAKOTA AVE,NA,NAT
1/21/2022 11:59PM,220105370,W911,DISORDERLY CONDUCT,4027 LINCOLN WAY,NA,NOR
1/21/2022 11:39PM,220105364,PHONE,DISORDERLY CONDUCT,121 WELCH AVE,NA,CBC
1/21/2022 11:36PM,220105363,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
1/21/2022 11:33PM,220105362,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
1/21/2022 11:25PM,220105361,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
1/21/2022 11:18PM,220105360,PHONE,EQUIPMENT/SIGN MALFUNCTION,200 STANTON AVE,NA,NOR
1/21/2022 10:45PM,220105354,PHONE,OPERATING WHILE INTOXICATED,428 LINCOLN WAY,NA,UTL
1/21/2022 10:45PM,220105354,PHONE,OPERATING WHILE INTOXICATED,428 LINCOLN WAY,NA,UTL
